-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 02/01/1981 through 12/31/2023 ,,,,,,,,,,,,
Location: Latitude  22.8199   Longitude 83.2828 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 630.4 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS                    MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) ,,,,,,,,,,,,
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,DOY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,QV2M,RH2M,PRECTOTCORR
1989,19-07-1989,26.77,23.05,24.91,27.34,7.24,30.43,23.19,415.5,19.04,81.12,0.25
1989,20-07-1989,26.37,23.41,24.9,26.86,7.58,30.87,23.29,428.8,19.47,84.75,5.45
1989,21-07-1989,26.3,23.45,24.87,26.55,6.86,30.28,23.42,434.1,19.53,85.19,10.98
1989,22-07-1989,25.73,22.6,24.16,25.58,7.3,30.05,22.73,432.2,18.62,83.81,26.17
1989,23-07-1989,26.01,22.46,24.23,26.27,7.77,30.46,22.69,425.8,18.43,81.81,3.48
1989,24-07-1989,25.92,22.71,24.31,26.35,8.57,30.68,22.12,423.4,18.68,83.38,0.95
1989,25-07-1989,25.97,22.98,24.48,26.65,7.26,29.95,22.69,432.2,18.92,84.56,6.16
1989,26-07-1989,26.32,23.37,24.84,26.54,6.08,29.87,23.8,420.4,19.41,84.69,0.75
1989,27-07-1989,26.05,23.57,24.81,26.37,7.61,30.29,22.68,420.3,19.71,86.94,24.11
1989,28-07-1989,25.43,23.62,24.52,25.42,4.13,27.75,23.62,414.8,19.71,90,31.6
1989,29-07-1989,23.52,21.84,22.69,23.33,4.34,25.61,21.27,405.1,17.64,90.38,24.43
1989,30-07-1989,23.48,21.09,22.29,23.59,5.71,26.57,20.86,414.1,16.85,87,3.95
1989,31-07-1989,23.44,21.31,22.38,23.42,5.35,26.88,21.53,423.4,17.03,88.25,1.61
1989,01-08-1989,24.56,22.33,23.44,24.54,6.52,28.35,21.83,430.9,18.19,87.94,4.91
1989,02-08-1989,25.57,22.61,24.09,25.77,7.73,29.91,22.19,430.2,18.49,84.75,0.97
1989,03-08-1989,25.28,22.38,23.83,25.45,6.38,28.83,22.45,427.3,18.25,84.88,1.9
1989,04-08-1989,23.98,22.44,23.21,23.9,2.59,25.55,22.97,422.6,18.37,91.19,2.32
1989,05-08-1989,25.69,23.93,24.81,25.53,5.43,29.12,23.69,417.4,20.2,90.25,56.8
1989,06-08-1989,24.87,22.68,23.77,25.05,6.12,28.35,22.23,427.5,18.68,88.12,31.86
1989,07-08-1989,25.16,22.9,24.03,25.43,6.62,29.04,22.41,431.5,18.86,87.88,5.16
1989,08-08-1989,25.79,22.98,24.38,26.33,7.76,30.01,22.26,426,18.92,85.44,1.14
1989,09-08-1989,26.3,23.28,24.79,26.66,7.61,30.4,22.79,429.7,19.29,84.5,3.56
1989,10-08-1989,26.09,23.38,24.73,26.36,6.41,29.55,23.15,424.3,19.41,85.94,8.16
1989,11-08-1989,25.4,23.09,24.25,25.28,5.34,28.51,23.17,429.7,19.1,87.38,16.51
1989,12-08-1989,25.76,22.84,24.3,26.05,7.12,29.56,22.44,428.8,18.86,84.75,10.01
1989,13-08-1989,25.38,23.15,24.27,25.73,5.59,28.77,23.18,420.8,19.17,88.12,10.78
1989,14-08-1989,25.5,23.29,24.4,25.82,7.19,29.37,22.19,428.4,19.35,88.19,11.59
1989,15-08-1989,25.2,23.12,24.16,25.29,5.01,28.05,23.04,428.5,19.1,88.62,26.45
1989,16-08-1989,25.17,22.51,23.84,25.2,7.16,29.05,21.89,430,18.37,86,18.61
1989,17-08-1989,25.34,22.85,24.09,25.39,8.18,29.5,21.31,431.4,18.8,86.81,13.2
1989,18-08-1989,24.99,22.62,23.81,25.16,6.97,28.79,21.82,423.3,18.55,87.31,3.68
1989,19-08-1989,25.23,23.01,24.12,25.51,8.04,30.01,21.98,430,18.98,88.12,2.27
1989,20-08-1989,25.71,23.31,24.51,26,7.14,29.65,22.51,433.7,19.29,87.25,0.91
1989,21-08-1989,24.79,23.14,23.97,24.65,4.01,27.01,23,433.4,19.1,90.75,0.58
1989,22-08-1989,25.13,22.95,24.05,25.16,6.38,28.71,22.33,432.3,18.92,88.31,2.41
1989,23-08-1989,25.97,23.26,24.61,26.37,8.07,30.32,22.25,430.8,19.29,86,4.19
1989,24-08-1989,26.05,23.19,24.62,26.38,7.59,30.08,22.5,428.9,19.23,85.25,5.03
1989,25-08-1989,25.83,23.58,24.7,25.94,6.45,29.26,22.83,432.6,19.65,88,7.59
1989,26-08-1989,26.25,23.87,25.06,26.44,6.72,30.25,23.53,435.2,20.02,87.56,3.44
1989,27-08-1989,25.13,23.37,24.25,25.26,5.1,28.27,23.17,429.6,19.41,90.31,0.81
1989,28-08-1989,24.15,22.99,23.57,24.09,4.25,26.44,22.19,422.3,18.98,93.19,13.49
1989,29-08-1989,24.42,22.57,23.5,24.47,5.41,27.65,22.25,425.5,18.49,89.81,4.32
1989,30-08-1989,24.89,23.19,24.04,24.92,6.75,28.91,22.17,426.6,19.23,90.62,6.32
1989,31-08-1989,24.81,23.34,24.08,24.78,5.36,28.06,22.7,427.9,19.41,91.81,18.7
1989,01-09-1989,25.23,23.32,24.27,25.41,6.02,28.72,22.7,429.5,19.35,89.69,8.36
1989,02-09-1989,25.01,22.63,23.82,25.33,6.4,28.76,22.36,421.3,18.43,87.31,9.06
1989,03-09-1989,25.07,22.95,24.01,25.24,7.12,28.9,21.78,425.3,18.86,88.56,4.67
1989,04-09-1989,25.11,23.17,24.14,25.19,6.51,28.79,22.28,420.2,19.1,89.38,18.55
1989,05-09-1989,25.1,22.55,23.82,25.28,7.37,29.21,21.84,424.6,18.43,86.69,1.89
1989,06-09-1989,24.75,22.2,23.48,25.14,6.23,28.35,22.12,422.2,18.01,86.44,3.02
1989,07-09-1989,25.03,21.98,23.51,25.38,8.02,29.15,21.14,426.2,17.76,84,0.62
1989,08-09-1989,25.19,21.97,23.58,25.13,7.43,29.01,21.58,427.8,17.76,83,0
1989,09-09-1989,26.24,22.63,24.44,26.14,7.44,29.94,22.51,424.4,18.49,81.12,2.85
1989,10-09-1989,25.73,23.05,24.39,25.45,4.98,28.55,23.57,426.1,18.98,85.5,5.75
1989,11-09-1989,25.83,23.16,24.5,26.11,6.8,29.66,22.85,424.5,19.17,86.06,3.63
1989,12-09-1989,25.08,23.37,24.23,25.09,4.38,27.82,23.44,420.6,19.41,90.5,9.62
1989,13-09-1989,24.41,22.83,23.62,24.56,5.12,27.55,22.43,418.7,18.8,91.19,1.04
1989,14-09-1989,24.2,22.4,23.3,24.32,6.59,28.15,21.55,415,18.31,90.06,18.29
1989,15-09-1989,25,23.1,24.05,25.14,6.49,28.85,22.36,427.3,19.04,89.69,9.41
1989,16-09-1989,25.44,23.26,24.35,25.67,6.69,29.34,22.65,423.6,19.23,88.31,5.28
1989,17-09-1989,25.44,23.09,24.26,25.71,6.59,29.37,22.79,427.9,18.98,87.5,3.59
1989,18-09-1989,24.87,22.9,23.88,25.08,6.07,28.46,22.39,423.6,18.8,89.25,9.23
1989,19-09-1989,24.78,23.09,23.94,24.89,5.77,28.2,22.44,416.9,18.98,90.69,6.33
1989,20-09-1989,24.59,22.64,23.62,24.5,4.91,27.19,22.29,418.1,18.43,89.12,1.64
1989,21-09-1989,24.51,22.44,23.48,24.23,4.3,26.89,22.58,425.7,18.19,88.38,2.74
1989,22-09-1989,25.08,22.24,23.66,24.98,7,28.58,21.58,420.5,18.01,84.81,8.14
1989,23-09-1989,25.63,21.96,23.8,25.02,6.45,29.08,22.62,416.9,17.7,80.62,6.29
1989,24-09-1989,24.56,22.01,23.29,24.36,6.05,27.82,21.77,409.6,17.76,86.12,0.55
1989,25-09-1989,23.74,21.76,22.76,23.46,4.95,26.67,21.72,408.4,17.52,88.88,5.61
1989,26-09-1989,23.7,20.99,22.35,23.71,7.8,28.03,20.23,416.4,16.72,85.44,4.47
1989,27-09-1989,24.11,22.19,23.15,24.21,7.51,28.14,20.63,412.6,18.01,89.56,5.29
1989,28-09-1989,23.56,22.47,23.01,23.44,3.98,25.8,21.81,404.7,18.31,93.62,2.32
1989,29-09-1989,23.46,22.2,22.83,23.4,4.3,25.98,21.68,416.9,17.94,92.81,3.59
1989,30-09-1989,23.69,21.55,22.62,23.69,6.25,27.32,21.07,411.6,17.21,88.31,0.49
1989,01-10-1989,23.34,21.12,22.23,23.55,7.62,27.47,19.86,393,16.78,88.06,0.04
1989,02-10-1989,24.1,21.64,22.87,24.23,8.21,28.32,20.12,401.4,17.33,86.81,1.05
1989,03-10-1989,25.28,21.13,23.2,24.86,8.01,29.63,21.62,407.9,16.78,78.88,0.07
1989,04-10-1989,25.53,19.3,22.41,24.43,8.94,30.3,21.36,400.9,15.01,69.56,0
1989,05-10-1989,24.76,19.05,21.9,24.06,10.79,30.31,19.52,411.5,14.83,72.75,1.35
1989,06-10-1989,23.89,20.26,22.08,23.48,7.57,28.58,21.01,423.1,15.93,81.38,6.37
1989,07-10-1989,24,19.62,21.81,23.26,8.12,28.73,20.6,423.9,15.32,77.62,2.11
1989,08-10-1989,23.55,19.08,21.32,22.92,9.36,28.49,19.13,396.1,14.89,76.81,0.44
1989,09-10-1989,23.01,15.19,19.1,21.7,11.11,28.63,17.52,384.3,11.6,62.75,1.3
1989,10-10-1989,23.31,16.28,19.8,21.78,9.57,28.61,19.04,385.7,12.45,65.56,3.5
1989,11-10-1989,23.48,18.59,21.04,22.49,8.1,28.32,20.21,385,14.34,74.69,0.01
1989,12-10-1989,22.67,18.58,20.62,21.94,8.71,27.44,18.72,375.6,14.34,78.5,0.82
1989,13-10-1989,22.15,19.16,20.65,21.76,8.09,26.81,18.73,394.4,14.83,83.88,1.88
1989,14-10-1989,22.16,19.67,20.91,22.03,9.49,27.4,17.91,403.3,15.32,86.56,0
1989,15-10-1989,22.9,18.69,20.8,22.01,8.8,27.9,19.11,380.6,14.4,78.31,0
1989,16-10-1989,22.16,14.95,18.55,20.48,11.07,27.77,16.71,388.5,11.35,65.56,0
1989,17-10-1989,21.01,10.89,15.94,18.84,11.33,26.66,15.33,393.4,8.73,53.94,0
1989,18-10-1989,20.41,10.49,15.45,18.08,13.73,26.7,12.97,388.4,8.54,54.44,0
1989,19-10-1989,21.83,10.31,16.08,18.81,9.93,27.4,17.47,354.8,8.42,48.44,0
1989,20-10-1989,20.74,11.02,15.88,18.25,11.27,26.94,15.68,349.8,8.79,55,0
1989,21-10-1989,20.23,13.08,16.65,18.63,11.06,26.55,15.48,349.5,10.07,64.88,0
1989,22-10-1989,20.55,15.42,17.98,19.83,11.73,26.74,15,361.9,11.66,74.19,0
1989,23-10-1989,20.94,16.3,18.62,20.43,11.91,27.25,15.33,396,12.39,76.19,0
1989,24-10-1989,21.7,18.6,20.15,21.71,9.77,26.9,17.13,403.7,14.28,83.69,0.33
1989,25-10-1989,21.77,18.37,20.08,21.71,10.25,27.38,17.13,406,14.1,82.38,0.1
1989,26-10-1989,22.14,16.43,19.29,21.13,10.63,27.66,17.02,390.9,12.45,71.94,0
1989,27-10-1989,22.33,10.62,16.47,19.36,10.48,27.94,17.45,368,8.67,50.31,0
1989,28-10-1989,21.42,10.1,15.76,18.7,11.55,27.61,16.06,359.4,8.48,49.81,0
1989,29-10-1989,20.63,13.98,17.3,19.57,11.55,27.2,15.65,365,10.74,67.25,0
1989,30-10-1989,21.62,14.84,18.23,20.55,10.2,27.1,16.9,398.8,11.23,66.94,0
1989,31-10-1989,21.86,13.88,17.87,19.98,9.47,27.26,17.78,355.7,10.62,61.81,0.29
1989,01-11-1989,19.9,10.9,15.4,18.11,13.52,26.52,13,341.9,8.67,58,0.13
1989,02-11-1989,20.89,8.9,14.89,17.97,11.55,26.94,15.38,338.7,7.63,47.81,0
1989,03-11-1989,20.5,7.49,14,17.48,12.97,27.86,14.89,336,6.96,45.44,0
1989,04-11-1989,18.87,11.79,15.33,17.83,15.29,27.67,12.38,339.6,9.28,67.31,0
1989,05-11-1989,20.05,12.58,16.32,18.98,14.65,28.44,13.79,357.3,9.7,66.56,0
1989,06-11-1989,20.62,12.01,16.32,19.26,13.14,27.67,14.52,358.6,9.34,60.62,0
1989,07-11-1989,21.16,11.39,16.28,19.37,11.11,27.47,16.36,361.9,8.97,55.06,0
1989,08-11-1989,19.12,8.92,14.02,17.86,13.95,26.57,12.62,378.8,7.63,54.25,0
1989,09-11-1989,17.87,4.4,11.13,15.95,13.87,25.44,11.58,379.6,5.62,43.38,0
1989,10-11-1989,18.66,3.33,10.99,15.83,12.78,25.31,12.52,364.9,5.19,37.75,0
1989,11-11-1989,19.43,3.76,11.59,16.74,11.07,25.83,14.76,367.5,5.37,36.81,0
1989,12-11-1989,19.86,7.56,13.71,17.86,11.69,26.3,14.62,382.4,6.96,46.94,0
1989,13-11-1989,20.91,7.32,14.12,18.83,10.78,27.03,16.25,398.7,6.84,43.62,0
1989,14-11-1989,21.43,6.49,13.96,18.88,11.95,28.35,16.4,370.4,6.47,39.25,0
1989,15-11-1989,20.85,8.62,14.74,18.98,13.48,29.17,15.69,351.2,7.57,48.69,0
1989,16-11-1989,20.52,10.78,15.65,19.51,15.54,29.05,13.51,345.9,8.61,57.75,0
1989,17-11-1989,20.32,7.64,13.98,18.37,13.41,28.19,14.77,349.8,7.08,48.31,0
1989,18-11-1989,19.42,5.81,12.62,17.9,15.23,28.18,12.96,339.5,6.23,44.44,0
1989,19-11-1989,20.11,10.72,15.41,18.17,12.08,27.03,14.95,342.4,8.61,57.69,0
1989,20-11-1989,18.94,5.72,12.33,17.08,13.44,27.1,13.67,335.3,6.16,45.06,0
1989,21-11-1989,19.04,4.99,12.01,17.27,14.72,27.54,12.82,333.8,5.8,41.81,0
1989,22-11-1989,19.08,5.08,12.08,17.17,13.76,27.71,13.95,333.6,5.86,41.94,0
1989,23-11-1989,18.44,4.83,11.64,17.25,15.01,27.37,12.36,332.5,5.74,43.38,0
1989,24-11-1989,19.2,5.36,12.28,17.96,15.71,27.88,12.17,337.8,5.98,42.75,0
1989,25-11-1989,20.11,7.37,13.73,18.67,14.84,28.49,13.66,340.9,6.77,46.56,0
1989,26-11-1989,19.89,9.05,14.47,19.15,13.94,28.08,14.14,342.7,7.63,52.19,0
1989,27-11-1989,20.44,11.26,15.85,19.8,12.61,27.47,14.86,345.2,8.85,58,0
1989,28-11-1989,20.32,11.73,16.02,19.55,10.4,26.44,16.04,371.2,9.09,59.25,1.63
1989,29-11-1989,19.87,11.46,15.66,19.33,11.09,25.3,14.22,379,8.97,60.25,0.33
1989,30-11-1989,19.55,9.69,14.62,19.36,11.91,25.94,14.03,358.9,7.93,55.38,0.01
1989,01-12-1989,18.05,7.79,12.92,18.01,14.55,26.02,11.48,344.5,6.96,54.38,0.09
1989,02-12-1989,17.84,5.76,11.8,17.19,14.06,26.19,12.12,333.8,6.04,47.75,0.02
1989,03-12-1989,17.27,3.45,10.37,16.63,15.54,25.83,10.29,331.5,5.19,42.88,0
1989,04-12-1989,17.71,3.26,10.48,16.04,12.88,25.45,12.58,323.6,5.13,40,0
1989,05-12-1989,14.98,-0.55,7.22,14.19,15.77,24.11,8.33,322.3,3.91,38.56,0
1989,06-12-1989,15.19,-3.15,6.02,13.33,15.9,24.67,8.77,317.1,3.23,31,0
1989,07-12-1989,16.14,-3.34,6.4,13.77,17.2,25.58,8.39,317.5,3.17,28.75,0
1989,08-12-1989,16.94,-2.93,7.01,14.32,18.3,26.76,8.47,319.7,3.3,28.12,0
1989,09-12-1989,17.44,-0.68,8.37,14.45,15.52,26.55,11.03,319,3.91,31.31,0
1989,10-12-1989,17.76,-1.97,7.9,14.45,14.67,26.08,11.4,318.4,3.54,27.81,0
1989,11-12-1989,17.69,-1.11,8.3,14.67,13.55,25.8,12.26,319.6,3.78,29.56,0
1989,12-12-1989,16.65,2.32,9.48,15.4,15.94,25.51,9.57,320.6,4.76,40.38,0
1989,13-12-1989,15.57,1.89,8.73,15.01,15.05,24.39,9.33,322.7,4.64,42.56,0
1989,14-12-1989,14.83,0.51,7.67,14.26,15.7,23.98,8.27,321.8,4.21,41.19,0
1989,15-12-1989,14.39,-0.37,7.01,13.62,15.73,23.5,7.77,317,3.91,39.06,0
1989,16-12-1989,15.28,0.01,7.65,14.12,16.25,24.12,7.87,320.3,4.03,38.12,0
1989,17-12-1989,16.08,1.9,8.98,14.8,16.24,24.4,8.15,326.6,4.64,41.31,0
1989,18-12-1989,17,2.39,9.69,15.26,15.06,25.26,10.19,342,4.82,39.94,0
1989,19-12-1989,17.33,3.24,10.29,15.51,14.38,25.62,11.23,337.9,5.13,41.81,0
1989,20-12-1989,16.97,4.98,10.97,15.68,13.69,25.61,11.92,331,5.8,48.31,0
1989,21-12-1989,18.11,5.3,11.7,16.76,14.35,26.62,12.27,328.5,5.92,45.75,0
1989,22-12-1989,18.9,7.38,13.15,18.37,12.55,26.24,13.68,333.5,6.84,48.81,0.03
1989,23-12-1989,18.64,8.4,13.52,18.37,13.58,26.01,12.42,347.4,7.32,53.62,0.31
1989,24-12-1989,16.06,12.15,14.11,16.28,8,20.58,12.58,390.8,9.46,78.88,7.12
1989,25-12-1989,17.8,12.47,15.13,17.98,11.05,24.08,13.03,370,9.58,73.69,4.31
1989,26-12-1989,15.64,12.81,14.23,15.82,9.84,20.99,11.15,384,9.83,83.94,9.09
1989,27-12-1989,13.48,4.91,9.19,13.83,14.09,21.89,7.8,341.9,5.86,61.94,0
1989,28-12-1989,12.78,0.82,6.8,12.67,16.09,22.15,6.05,337.2,4.27,47.62,0.46
1989,29-12-1989,13.69,0.58,7.13,13.36,16.69,23.55,6.86,329.7,4.27,43.69,0
1989,30-12-1989,14.61,1.83,8.22,14.42,16.41,24.02,7.61,339.3,4.64,44.69,0
1989,31-12-1989,17.01,4.58,10.8,16.48,14.45,25.09,10.64,355.5,5.8,45.56,0.22
1990,01-01-1990,15.58,6.01,10.79,15.89,14.74,24.19,9.45,340.1,6.23,55.5,0
1990,02-01-1990,15.5,3.3,9.4,15.75,15.73,24.6,8.87,349.5,5.19,46.25,0
1990,03-01-1990,15.3,2.6,8.95,15.31,15.85,24.61,8.75,333.7,4.88,44.69,0
1990,04-01-1990,15.44,1.08,8.26,14.91,15.58,25.03,9.45,321.7,4.39,40.56,0
1990,05-01-1990,15.83,2.27,9.05,15.26,15.91,25.27,9.36,319.3,4.82,42,0
1990,06-01-1990,16.56,2.68,9.62,16.05,16.24,26.39,10.15,319.8,4.88,42.25,0
1990,07-01-1990,17.35,4.23,10.79,16.77,15.91,26.77,10.87,320.3,5.49,44.19,0
1990,08-01-1990,17.5,5.33,11.41,17.25,15.11,26.62,11.51,325.6,5.86,47.38,0
1990,09-01-1990,16.39,3.19,9.79,16.06,15.85,25.95,10.1,322.5,5.07,44.81,0
1990,10-01-1990,14.83,-0.77,7.04,14.12,17.69,25.21,7.52,332.9,3.85,38.19,0
1990,11-01-1990,14.98,0.26,7.62,14.47,17.62,25.19,7.58,338.5,4.15,39.81,0
1990,12-01-1990,15.58,1.59,8.58,15.15,18.02,26.01,7.99,326.7,4.52,43,0
1990,13-01-1990,16.65,2.63,9.64,15.63,15.57,26.17,10.6,324.1,4.88,41.88,0
1990,14-01-1990,17.99,1.97,9.98,16.76,17.53,28.56,11.04,323.7,4.7,38.44,0
1990,15-01-1990,17.12,1.87,9.5,16.44,16.66,27.17,10.51,328.2,4.64,39.06,0
1990,16-01-1990,16.05,-0.94,7.56,15.71,17.77,26.51,8.75,324.4,3.85,36.31,0
1990,17-01-1990,16.65,-1.7,7.48,16.28,20.07,28.01,7.94,339.7,3.66,32.12,0
1990,18-01-1990,18.22,0.63,9.42,17.81,19.92,29.83,9.9,333.2,4.21,34.06,0
1990,19-01-1990,17.67,0.12,8.9,17.3,19.95,28.8,8.85,341.1,4.09,33.56,0
1990,20-01-1990,17.9,3.16,10.53,17.87,17.93,28.49,10.57,346.2,5.07,40.06,0
1990,21-01-1990,18.24,3.21,10.73,17.95,18.29,28.48,10.19,335.6,5.13,40.38,0
1990,22-01-1990,18.94,3.12,11.03,18.78,18.7,29.69,10.99,331.8,5.07,38.44,0
1990,23-01-1990,19.44,3.93,11.68,19.33,17.26,29.41,12.16,333.8,5.37,38.88,0
1990,24-01-1990,19.25,1.9,10.58,18.87,16.99,29.47,12.48,336,4.64,34.81,0
1990,25-01-1990,17.68,-0.99,8.34,17.34,17.84,28.2,10.35,329,3.78,31.25,0
1990,26-01-1990,17.49,-2.52,7.48,16.88,19.38,28.61,9.23,325.1,3.36,29.5,0
1990,27-01-1990,19.38,-3.09,8.15,17.87,18.35,30.53,12.18,318.2,3.23,24.56,0
1990,28-01-1990,20.26,-1.67,9.3,18.73,17.29,30.31,13.02,322.2,3.6,25.44,0
1990,29-01-1990,20.46,-0.86,9.8,19.73,18.65,31.55,12.9,361.7,3.85,26.44,0
1990,30-01-1990,19.44,-4.92,7.26,19.18,19.54,30.58,11.05,347.4,2.87,21.12,0
1990,31-01-1990,19.74,-3.45,8.14,19.52,20.36,31.11,10.75,333.3,3.17,23.44,0
1990,01-02-1990,20.77,-1.94,9.41,19.94,17.11,30.61,13.5,362.8,3.54,24.19,0
1990,02-02-1990,20.9,-3.2,8.84,20.05,15.79,30.31,14.51,361.2,3.23,21.56,0
1990,03-02-1990,18.87,-3.7,7.58,18.95,18.86,29.44,10.58,319.1,3.05,24,0
1990,04-02-1990,19.15,-6.02,6.56,19.01,19.56,30.42,10.86,329.2,2.56,20.12,0
1990,05-02-1990,19.19,-6.38,6.4,19.46,18.64,29.66,11.02,339,2.5,18.81,0
1990,06-02-1990,19.52,-2.92,8.3,20.05,17.76,29.28,11.52,332.1,3.3,23.38,0
1990,07-02-1990,20.41,-0.81,9.8,21.37,17.2,30.36,13.16,329.2,3.78,25.88,0
1990,08-02-1990,22.44,1.23,11.83,23.35,17.09,31.83,14.73,370.9,4.46,26,0
1990,09-02-1990,22.8,3.05,12.92,23.6,14.83,31.48,16.64,370.5,5.07,29.25,0
1990,10-02-1990,20.58,4.71,12.64,20.33,12.61,27.05,14.45,388.6,5.74,37.62,1.88
1990,11-02-1990,20.29,9.09,14.69,21.37,16.63,29.65,13.02,357.5,7.63,53.62,1.47
1990,12-02-1990,21.33,7.15,14.24,22.17,16.6,30.26,13.65,347.1,6.71,43.44,0.39
1990,13-02-1990,23.14,7.17,15.15,23.58,15.95,31.49,15.55,371,6.71,38.12,0.07
1990,14-02-1990,18.69,12.94,15.81,18.9,6.69,22.21,15.52,379.6,9.95,69.81,15.93
1990,15-02-1990,19.02,12.96,15.99,19.34,10.14,24.28,14.14,377.2,9.95,70.25,5.1
1990,16-02-1990,18.53,7.35,12.94,19.37,15.3,26.87,11.58,365.2,6.84,52.06,0
1990,17-02-1990,19.77,6.09,12.93,19.91,17.39,28.55,11.15,343.3,6.29,44.19,1.22
1990,18-02-1990,20.64,10.47,15.55,20.74,12.33,27.16,14.83,378.9,8.48,53.62,0.13
1990,19-02-1990,19.65,10.38,15.01,20.2,14.54,27.37,12.83,365.6,8.48,60,3.28
1990,20-02-1990,18.79,8.19,13.49,19.69,16.91,28.06,11.15,342.7,7.39,58.38,0.53
1990,21-02-1990,17.99,4.95,11.47,18.94,15.87,26.82,10.95,330.4,5.86,47.56,0.01
1990,22-02-1990,17.25,3.8,10.52,18.15,16.3,25.95,9.66,331,5.37,45,0.01
1990,23-02-1990,19.33,4.4,11.87,19.59,17.02,27.83,10.81,347.9,5.55,40.44,0.1
1990,24-02-1990,20.08,6.4,13.23,20.66,17.76,29.1,11.35,354.4,6.47,43.88,0
1990,25-02-1990,20.95,9.71,15.33,21.55,16.55,29.84,13.29,364.6,8.18,53.25,0.21
1990,26-02-1990,20.32,5.48,12.9,21.01,15.65,28.96,13.31,350.4,6.04,41.56,0
1990,27-02-1990,21.55,5.16,13.36,21.42,17.08,30.3,13.22,359.4,5.92,38.38,0.3
1990,28-02-1990,23.21,7.36,15.28,23.36,16.91,32.07,15.15,381.8,6.9,38.94,0.02
1990,01-03-1990,21.85,11.73,16.79,23.04,12.35,29.12,16.76,407.9,9.22,55.19,0.16
1990,02-03-1990,19.55,6.88,13.22,20.3,12.55,26.08,13.53,375.3,6.65,46.19,0.51
1990,03-03-1990,19.94,4.65,12.3,20.83,13.64,27.51,13.87,370.5,5.74,39.19,0.15
1990,04-03-1990,19.47,0.55,10.01,20.83,18.19,29.22,11.03,347.3,4.27,31,0
1990,05-03-1990,21.05,4.24,12.65,22.34,18.98,30.37,11.39,377,6.04,36.56,0.36
1990,06-03-1990,21.24,6.24,13.74,22.83,13.61,29.33,15.73,404.3,6.53,41,1.05
1990,07-03-1990,20.69,0.2,10.45,21.85,18.29,30.69,12.4,346.1,4.09,28.44,0.16
1990,08-03-1990,20.87,-2.1,9.39,21.65,19.16,31.19,12.02,358.3,3.48,24.31,0.02
1990,09-03-1990,22.12,-2.95,9.58,22.68,19.48,32.73,13.25,348.9,3.23,21.19,0
1990,10-03-1990,22.42,-2.24,10.09,23.59,18.66,32.3,13.64,364.9,3.42,21.56,0
1990,11-03-1990,22.83,3.05,12.94,24.15,16.75,31.51,14.76,401.6,5.55,31.94,0.45
1990,12-03-1990,23.06,11.64,17.35,24.59,16.02,31.58,15.56,390.7,9.28,56.56,0.89
1990,13-03-1990,22.85,6.12,14.48,24.26,15.59,31.6,16.01,345.1,6.41,38.88,0.27
1990,14-03-1990,22.34,1.41,11.88,24.28,17.6,31.64,14.04,361,4.52,27.81,0
1990,15-03-1990,23.37,4.05,13.71,24.69,18,32.62,14.61,360.9,5.55,31.25,0.02
1990,16-03-1990,23.97,3.1,13.53,25.83,18.14,33.33,15.19,367.2,5.07,28.5,0
1990,17-03-1990,24.71,10.77,17.74,26.28,16.42,32.74,16.32,380.9,8.67,45.12,0
1990,18-03-1990,26.16,11,18.58,27.75,14.89,33.45,18.56,371.6,8.73,41.19,0
1990,19-03-1990,27.7,3.38,15.55,28.44,17.99,36.39,18.4,373.4,5.31,25.25,0
1990,20-03-1990,28.08,1.9,15,28.63,18.42,37.86,19.44,382.5,4.7,20.56,0
1990,21-03-1990,26.9,0.3,13.6,27.33,17.39,36.69,19.3,371.9,4.21,20.06,0.45
1990,22-03-1990,28.28,1.27,14.78,28.74,17.2,37.19,20,386.9,4.52,18.31,0
1990,23-03-1990,28.49,5.49,16.99,29.11,14.34,35.37,21.04,402.9,6.04,24.12,0
